Elevator ID,Src Floor,Dst Floor,Completion Time (ms)64730,1,4,414
64731,3,1,388
64730,2,5,467
64730,6,7,526
64731,3,1,551
64730,6,9,732
64731,3,7,1048
64731,1,8,1265
